id,source,origin,destination,travel_date,advance_purchase_days,base_fare,taxes_fees,fare_total,scraped_at,status
26,EaseMyTrip,DEL,CCU,2026-08-02,1,5799.3,1635.7,7435.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
27,EaseMyTrip,DEL,CCU,2026-08-08,7,4593.73,1295.67,5889.4,2026-08-01 08:15:00,SIMULATED_BACKTEST
28,EaseMyTrip,DEL,CCU,2026-08-16,15,3879.72,1094.28,4974.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
29,EaseMyTrip,DEL,CCU,2026-08-31,30,3376.93,952.47,4329.4,2026-08-01 08:15:00,SIMULATED_BACKTEST
30,EaseMyTrip,DEL,CCU,2026-09-15,45,3141.84,886.16,4028.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
31,EaseMyTrip,AMD,DEL,2026-08-02,1,4357.86,1229.14,5587.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
32,EaseMyTrip,AMD,DEL,2026-08-08,7,3468.66,978.34,4447.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
33,EaseMyTrip,AMD,DEL,2026-08-16,15,2948.4,831.6,3780.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
34,EaseMyTrip,AMD,DEL,2026-08-31,30,2585.7,729.3,3315.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
35,EaseMyTrip,AMD,DEL,2026-09-15,45,2342.34,660.66,3003.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
36,EaseMyTrip,MAA,DEL,2026-08-02,1,6312.54,1780.46,8093.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
37,EaseMyTrip,MAA,DEL,2026-08-08,7,4920.24,1387.76,6308.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
38,EaseMyTrip,MAA,DEL,2026-08-16,15,4119.18,1161.82,5281.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
39,EaseMyTrip,MAA,DEL,2026-08-31,30,3644.16,1027.84,4672.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
40,EaseMyTrip,MAA,DEL,2026-09-15,45,3375.06,951.94,4327.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
41,EaseMyTrip,HYD,BOM,2026-08-02,1,4321.98,1219.02,5541.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
42,EaseMyTrip,HYD,BOM,2026-08-08,7,3338.4,941.6,4280.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
43,EaseMyTrip,HYD,BOM,2026-08-16,15,2892.24,815.76,3708.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
44,EaseMyTrip,HYD,BOM,2026-08-31,30,2549.04,718.96,3268.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
45,EaseMyTrip,HYD,BOM,2026-09-15,45,2232.36,629.64,2862.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
46,EaseMyTrip,BLR,CCU,2026-08-02,1,6112.08,1723.92,7836.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
47,EaseMyTrip,BLR,CCU,2026-08-08,7,4768.45,1344.95,6113.4,2026-08-01 08:15:00,SIMULATED_BACKTEST
48,EaseMyTrip,BLR,CCU,2026-08-16,15,4091.88,1154.12,5246.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
49,EaseMyTrip,BLR,CCU,2026-08-31,30,3500.95,987.45,4488.4,2026-08-01 08:15:00,SIMULATED_BACKTEST
50,EaseMyTrip,BLR,CCU,2026-09-15,45,3264.3,920.7,4185.0,2026-08-01 08:15:00,SIMULATED_BACKTEST
51,EaseMyTrip,DEL,BOM,2026-08-03,1,5763.58,1625.62,7389.2,2026-08-02 09:18:00,SIMULATED_BACKTEST
52,EaseMyTrip,DEL,BOM,2026-08-09,7,4482.49,1264.29,5746.78,2026-08-02 09:18:00,SIMULATED_BACKTEST
53,EaseMyTrip,DEL,BOM,2026-08-17,15,3786.74,1068.06,4854.8,2026-08-02 09:18:00,SIMULATED_BACKTEST
54,EaseMyTrip,DEL,BOM,2026-09-01,30,3404.81,960.33,4365.14,2026-08-02 09:18:00,SIMULATED_BACKTEST
55,EaseMyTrip,DEL,BOM,2026-09-16,45,3069.33,865.71,3935.04,2026-08-02 09:18:00,SIMULATED_BACKTEST
56,EaseMyTrip,BLR,DEL,2026-08-03,1,6673.24,1882.2,8555.44,2026-08-02 09:18:00,SIMULATED_BACKTEST
57,EaseMyTrip,BLR,DEL,2026-08-09,7,5248.35,1480.3,6728.65,2026-08-02 09:18:00,SIMULATED_BACKTEST
58,EaseMyTrip,BLR,DEL,2026-08-17,15,4374.21,1233.75,5607.96,2026-08-02 09:18:00,SIMULATED_BACKTEST
59,EaseMyTrip,BLR,DEL,2026-09-01,30,3848.64,1085.52,4934.16,2026-08-02 09:18:00,SIMULATED_BACKTEST
60,EaseMyTrip,BLR,DEL,2026-09-16,45,3539.62,998.35,4537.97,2026-08-02 09:18:00,SIMULATED_BACKTEST
61,EaseMyTrip,BLR,BOM,2026-08-03,1,4025.11,1135.29,5160.4,2026-08-02 09:18:00,SIMULATED_BACKTEST
62,EaseMyTrip,BLR,BOM,2026-08-09,7,3239.78,913.79,4153.57,2026-08-02 09:18:00,SIMULATED_BACKTEST
63,EaseMyTrip,BLR,BOM,2026-08-17,15,2685.23,757.37,3442.6,2026-08-02 09:18:00,SIMULATED_BACKTEST
64,EaseMyTrip,BLR,BOM,2026-09-01,30,2340.23,660.06,3000.29,2026-08-02 09:18:00,SIMULATED_BACKTEST
65,EaseMyTrip,BLR,BOM,2026-09-16,45,2185.62,616.46,2802.08,2026-08-02 09:18:00,SIMULATED_BACKTEST
66,EaseMyTrip,DEL,HYD,2026-08-03,1,4903.42,1383.02,6286.44,2026-08-02 09:18:00,SIMULATED_BACKTEST
67,EaseMyTrip,DEL,HYD,2026-08-09,7,3827.84,1079.65,4907.49,2026-08-02 09:18:00,SIMULATED_BACKTEST
68,EaseMyTrip,DEL,HYD,2026-08-17,15,3247.11,915.85,4162.96,2026-08-02 09:18:00,SIMULATED_BACKTEST
69,EaseMyTrip,DEL,HYD,2026-09-01,30,2815.49,794.11,3609.6,2026-08-02 09:18:00,SIMULATED_BACKTEST
70,EaseMyTrip,DEL,HYD,2026-09-16,45,2578.19,727.18,3305.37,2026-08-02 09:18:00,SIMULATED_BACKTEST
71,EaseMyTrip,DEL,PNQ,2026-08-03,1,4570.55,1289.13,5859.68,2026-08-02 09:18:00,SIMULATED_BACKTEST
72,EaseMyTrip,DEL,PNQ,2026-08-09,7,3588.72,1012.2,4600.92,2026-08-02 09:18:00,SIMULATED_BACKTEST
73,EaseMyTrip,DEL,PNQ,2026-08-17,15,3011.67,849.45,3861.12,2026-08-02 09:18:00,SIMULATED_BACKTEST
74,EaseMyTrip,DEL,PNQ,2026-09-01,30,2686.0,757.59,3443.59,2026-08-02 09:18:00,SIMULATED_BACKTEST
75,EaseMyTrip,DEL,PNQ,2026-09-16,45,2498.26,704.64,3202.9,2026-08-02 09:18:00,SIMULATED_BACKTEST
76,EaseMyTrip,DEL,CCU,2026-08-03,1,5830.31,1644.45,7474.76,2026-08-02 09:18:00,SIMULATED_BACKTEST
77,EaseMyTrip,DEL,CCU,2026-08-09,7,4583.6,1292.81,5876.41,2026-08-02 09:18:00,SIMULATED_BACKTEST
78,EaseMyTrip,DEL,CCU,2026-08-17,15,3876.48,1093.36,4969.84,2026-08-02 09:18:00,SIMULATED_BACKTEST
79,EaseMyTrip,DEL,CCU,2026-09-01,30,3485.4,983.06,4468.46,2026-08-02 09:18:00,SIMULATED_BACKTEST
80,EaseMyTrip,DEL,CCU,2026-09-16,45,3078.56,868.31,3946.87,2026-08-02 09:18:00,SIMULATED_BACKTEST
81,EaseMyTrip,AMD,DEL,2026-08-03,1,4460.82,1258.18,5719.0,2026-08-02 09:18:00,SIMULATED_BACKTEST
82,EaseMyTrip,AMD,DEL,2026-08-09,7,3458.05,975.35,4433.4,2026-08-02 09:18:00,SIMULATED_BACKTEST
83,EaseMyTrip,AMD,DEL,2026-08-17,15,2946.06,830.94,3777.0,2026-08-02 09:18:00,SIMULATED_BACKTEST
84,EaseMyTrip,AMD,DEL,2026-09-01,30,2613.31,737.09,3350.4,2026-08-02 09:18:00,SIMULATED_BACKTEST
85,EaseMyTrip,AMD,DEL,2026-09-16,45,2321.28,654.72,2976.0,2026-08-02 09:18:00,SIMULATED_BACKTEST
86,EaseMyTrip,MAA,DEL,2026-08-03,1,6304.12,1778.08,8082.2,2026-08-02 09:18:00,SIMULATED_BACKTEST
87,EaseMyTrip,MAA,DEL,2026-08-09,7,4988.49,1407.01,6395.5,2026-08-02 09:18:00,SIMULATED_BACKTEST
88,EaseMyTrip,MAA,DEL,2026-08-17,15,4154.12,1171.68,5325.8,2026-08-02 09:18:00,SIMULATED_BACKTEST
89,EaseMyTrip,MAA,DEL,2026-09-01,30,3649.35,1029.31,4678.66,2026-08-02 09:18:00,SIMULATED_BACKTEST
90,EaseMyTrip,MAA,DEL,2026-09-16,45,3379.93,953.31,4333.24,2026-08-02 09:18:00,SIMULATED_BACKTEST
91,EaseMyTrip,HYD,BOM,2026-08-03,1,4302.32,1213.48,5515.8,2026-08-02 09:18:00,SIMULATED_BACKTEST
92,EaseMyTrip,HYD,BOM,2026-08-09,7,3387.12,955.34,4342.46,2026-08-02 09:18:00,SIMULATED_BACKTEST
93,EaseMyTrip,HYD,BOM,2026-08-17,15,2816.74,794.46,3611.2,2026-08-02 09:18:00,SIMULATED_BACKTEST
94,EaseMyTrip,HYD,BOM,2026-09-01,30,2544.13,717.57,3261.7,2026-08-02 09:18:00,SIMULATED_BACKTEST
95,EaseMyTrip,HYD,BOM,2026-09-16,45,2291.92,646.44,2938.36,2026-08-02 09:18:00,SIMULATED_BACKTEST
96,EaseMyTrip,BLR,CCU,2026-08-03,1,6112.98,1724.18,7837.16,2026-08-02 09:18:00,SIMULATED_BACKTEST
97,EaseMyTrip,BLR,CCU,2026-08-09,7,4812.05,1357.25,6169.3,2026-08-02 09:18:00,SIMULATED_BACKTEST
98,EaseMyTrip,BLR,CCU,2026-08-17,15,4036.84,1138.6,5175.44,2026-08-02 09:18:00,SIMULATED_BACKTEST
99,EaseMyTrip,BLR,CCU,2026-09-01,30,3615.2,1019.67,4634.87,2026-08-02 09:18:00,SIMULATED_BACKTEST
100,EaseMyTrip,BLR,CCU,2026-09-16,45,3263.64,920.51,4184.15,2026-08-02 09:18:00,SIMULATED_BACKTEST
101,EaseMyTrip,DEL,BOM,2026-08-04,1,5717.71,1612.69,7330.4,2026-08-03 10:21:00,SIMULATED_BACKTEST
102,EaseMyTrip,DEL,BOM,2026-08-10,7,4558.76,1285.81,5844.57,2026-08-03 10:21:00,SIMULATED_BACKTEST
103,EaseMyTrip,DEL,BOM,2026-08-18,15,3797.51,1071.09,4868.6,2026-08-03 10:21:00,SIMULATED_BACKTEST
104,EaseMyTrip,DEL,BOM,2026-09-02,30,3425.99,966.3,4392.29,2026-08-03 10:21:00,SIMULATED_BACKTEST
105,EaseMyTrip,DEL,BOM,2026-09-17,45,3093.54,872.54,3966.08,2026-08-03 10:21:00,SIMULATED_BACKTEST
106,EaseMyTrip,BLR,DEL,2026-08-04,1,6709.47,1892.41,8601.88,2026-08-03 10:21:00,SIMULATED_BACKTEST
107,EaseMyTrip,BLR,DEL,2026-08-10,7,5292.85,1492.86,6785.71,2026-08-03 10:21:00,SIMULATED_BACKTEST
108,EaseMyTrip,BLR,DEL,2026-08-18,15,4507.56,1271.36,5778.92,2026-08-03 10:21:00,SIMULATED_BACKTEST
109,EaseMyTrip,BLR,DEL,2026-09-02,30,3898.23,1099.5,4997.73,2026-08-03 10:21:00,SIMULATED_BACKTEST
110,EaseMyTrip,BLR,DEL,2026-09-17,45,3584.83,1011.11,4595.94,2026-08-03 10:21:00,SIMULATED_BACKTEST
111,EaseMyTrip,BLR,BOM,2026-08-04,1,4079.24,1150.56,5229.8,2026-08-03 10:21:00,SIMULATED_BACKTEST
112,EaseMyTrip,BLR,BOM,2026-08-10,7,3180.17,896.97,4077.14,2026-08-03 10:21:00,SIMULATED_BACKTEST
113,EaseMyTrip,BLR,BOM,2026-08-18,15,2776.96,783.24,3560.2,2026-08-03 10:21:00,SIMULATED_BACKTEST
114,EaseMyTrip,BLR,BOM,2026-09-02,30,2392.71,674.87,3067.58,2026-08-03 10:21:00,SIMULATED_BACKTEST
115,EaseMyTrip,BLR,BOM,2026-09-17,45,2231.7,629.46,2861.16,2026-08-03 10:21:00,SIMULATED_BACKTEST
116,EaseMyTrip,DEL,HYD,2026-08-04,1,4922.49,1388.39,6310.88,2026-08-03 10:21:00,SIMULATED_BACKTEST
117,EaseMyTrip,DEL,HYD,2026-08-10,7,3902.64,1100.75,5003.39,2026-08-03 10:21:00,SIMULATED_BACKTEST
118,EaseMyTrip,DEL,HYD,2026-08-18,15,3243.96,914.96,4158.92,2026-08-03 10:21:00,SIMULATED_BACKTEST
119,EaseMyTrip,DEL,HYD,2026-09-02,30,2909.88,820.73,3730.61,2026-08-03 10:21:00,SIMULATED_BACKTEST
120,EaseMyTrip,DEL,HYD,2026-09-17,45,2647.12,746.62,3393.74,2026-08-03 10:21:00,SIMULATED_BACKTEST
121,EaseMyTrip,DEL,PNQ,2026-08-04,1,4656.88,1313.48,5970.36,2026-08-03 10:21:00,SIMULATED_BACKTEST
122,EaseMyTrip,DEL,PNQ,2026-08-10,7,3635.3,1025.34,4660.64,2026-08-03 10:21:00,SIMULATED_BACKTEST
123,EaseMyTrip,DEL,PNQ,2026-08-18,15,3096.01,873.23,3969.24,2026-08-03 10:21:00,SIMULATED_BACKTEST
124,EaseMyTrip,DEL,PNQ,2026-09-02,30,2709.7,764.27,3473.97,2026-08-03 10:21:00,SIMULATED_BACKTEST
125,EaseMyTrip,DEL,PNQ,2026-09-17,45,2415.5,681.29,3096.79,2026-08-03 10:21:00,SIMULATED_BACKTEST
126,EaseMyTrip,DEL,CCU,2026-08-04,1,5880.05,1658.47,7538.52,2026-08-03 10:21:00,SIMULATED_BACKTEST
127,EaseMyTrip,DEL,CCU,2026-08-10,7,4706.07,1327.35,6033.42,2026-08-03 10:21:00,SIMULATED_BACKTEST
128,EaseMyTrip,DEL,CCU,2026-08-18,15,3926.27,1107.41,5033.68,2026-08-03 10:21:00,SIMULATED_BACKTEST
129,EaseMyTrip,DEL,CCU,2026-09-02,30,3462.05,976.47,4438.52,2026-08-03 10:21:00,SIMULATED_BACKTEST
130,EaseMyTrip,DEL,CCU,2026-09-17,45,3114.34,878.4,3992.74,2026-08-03 10:21:00,SIMULATED_BACKTEST
131,EaseMyTrip,AMD,DEL,2026-08-04,1,4425.72,1248.28,5674.0,2026-08-03 10:21:00,SIMULATED_BACKTEST
132,EaseMyTrip,AMD,DEL,2026-08-10,7,3492.68,985.12,4477.8,2026-08-03 10:21:00,SIMULATED_BACKTEST
133,EaseMyTrip,AMD,DEL,2026-08-18,15,3006.9,848.1,3855.0,2026-08-03 10:21:00,SIMULATED_BACKTEST
134,EaseMyTrip,AMD,DEL,2026-09-02,30,2614.4,737.4,3351.8,2026-08-03 10:21:00,SIMULATED_BACKTEST
135,EaseMyTrip,AMD,DEL,2026-09-17,45,2410.2,679.8,3090.0,2026-08-03 10:21:00,SIMULATED_BACKTEST
136,EaseMyTrip,MAA,DEL,2026-08-04,1,6384.61,1800.79,8185.4,2026-08-03 10:21:00,SIMULATED_BACKTEST
137,EaseMyTrip,MAA,DEL,2026-08-10,7,4967.83,1401.18,6369.01,2026-08-03 10:21:00,SIMULATED_BACKTEST
138,EaseMyTrip,MAA,DEL,2026-08-18,15,4214.81,1188.79,5403.6,2026-08-03 10:21:00,SIMULATED_BACKTEST
139,EaseMyTrip,MAA,DEL,2026-09-02,30,3741.14,1055.19,4796.33,2026-08-03 10:21:00,SIMULATED_BACKTEST
140,EaseMyTrip,MAA,DEL,2026-09-17,45,3353.59,945.89,4299.48,2026-08-03 10:21:00,SIMULATED_BACKTEST
141,EaseMyTrip,HYD,BOM,2026-08-04,1,4390.31,1238.29,5628.6,2026-08-03 10:21:00,SIMULATED_BACKTEST
142,EaseMyTrip,HYD,BOM,2026-08-10,7,3403.85,960.06,4363.91,2026-08-03 10:21:00,SIMULATED_BACKTEST
143,EaseMyTrip,HYD,BOM,2026-08-18,15,2892.55,815.85,3708.4,2026-08-03 10:21:00,SIMULATED_BACKTEST
144,EaseMyTrip,HYD,BOM,2026-09-02,30,2513.46,708.93,3222.39,2026-08-03 10:21:00,SIMULATED_BACKTEST
145,EaseMyTrip,HYD,BOM,2026-09-17,45,2311.7,652.02,2963.72,2026-08-03 10:21:00,SIMULATED_BACKTEST
146,EaseMyTrip,BLR,CCU,2026-08-04,1,6174.73,1741.59,7916.32,2026-08-03 10:21:00,SIMULATED_BACKTEST
147,EaseMyTrip,BLR,CCU,2026-08-10,7,4885.3,1377.9,6263.2,2026-08-03 10:21:00,SIMULATED_BACKTEST
148,EaseMyTrip,BLR,CCU,2026-08-18,15,4101.93,1156.95,5258.88,2026-08-03 10:21:00,SIMULATED_BACKTEST
149,EaseMyTrip,BLR,CCU,2026-09-02,30,3651.44,1029.89,4681.33,2026-08-03 10:21:00,SIMULATED_BACKTEST
150,EaseMyTrip,BLR,CCU,2026-09-17,45,3294.95,929.35,4224.3,2026-08-03 10:21:00,SIMULATED_BACKTEST
151,EaseMyTrip,DEL,BOM,2026-08-05,1,5795.09,1634.51,7429.6,2026-08-04 11:24:00,SIMULATED_BACKTEST
152,EaseMyTrip,DEL,BOM,2026-08-11,7,4562.49,1286.86,5849.35,2026-08-04 11:24:00,SIMULATED_BACKTEST
153,EaseMyTrip,DEL,BOM,2026-08-19,15,3918.25,1105.15,5023.4,2026-08-04 11:24:00,SIMULATED_BACKTEST
154,EaseMyTrip,DEL,BOM,2026-09-03,30,3429.22,967.21,4396.43,2026-08-04 11:24:00,SIMULATED_BACKTEST
155,EaseMyTrip,DEL,BOM,2026-09-18,45,3152.85,889.27,4042.12,2026-08-04 11:24:00,SIMULATED_BACKTEST
156,EaseMyTrip,BLR,DEL,2026-08-05,1,6687.19,1886.13,8573.32,2026-08-04 11:24:00,SIMULATED_BACKTEST
157,EaseMyTrip,BLR,DEL,2026-08-11,7,5298.35,1494.41,6792.76,2026-08-04 11:24:00,SIMULATED_BACKTEST
158,EaseMyTrip,BLR,DEL,2026-08-19,15,4531.71,1278.17,5809.88,2026-08-04 11:24:00,SIMULATED_BACKTEST
159,EaseMyTrip,BLR,DEL,2026-09-03,30,3950.15,1114.14,5064.29,2026-08-04 11:24:00,SIMULATED_BACKTEST
160,EaseMyTrip,BLR,DEL,2026-09-18,45,3602.74,1016.16,4618.9,2026-08-04 11:24:00,SIMULATED_BACKTEST
161,EaseMyTrip,BLR,BOM,2026-08-05,1,4177.06,1178.14,5355.2,2026-08-04 11:24:00,SIMULATED_BACKTEST
162,EaseMyTrip,BLR,BOM,2026-08-11,7,3273.43,923.27,4196.7,2026-08-04 11:24:00,SIMULATED_BACKTEST
163,EaseMyTrip,BLR,BOM,2026-08-19,15,2767.28,780.52,3547.8,2026-08-04 11:24:00,SIMULATED_BACKTEST
164,EaseMyTrip,BLR,BOM,2026-09-03,30,2463.13,694.73,3157.86,2026-08-04 11:24:00,SIMULATED_BACKTEST
165,EaseMyTrip,BLR,BOM,2026-09-18,45,2251.27,634.97,2886.24,2026-08-04 11:24:00,SIMULATED_BACKTEST
166,EaseMyTrip,DEL,HYD,2026-08-05,1,4981.33,1404.99,6386.32,2026-08-04 11:24:00,SIMULATED_BACKTEST
167,EaseMyTrip,DEL,HYD,2026-08-11,7,3829.24,1080.04,4909.28,2026-08-04 11:24:00,SIMULATED_BACKTEST
168,EaseMyTrip,DEL,HYD,2026-08-19,15,3304.77,932.11,4236.88,2026-08-04 11:24:00,SIMULATED_BACKTEST
169,EaseMyTrip,DEL,HYD,2026-09-03,30,2879.46,812.15,3691.61,2026-08-04 11:24:00,SIMULATED_BACKTEST
170,EaseMyTrip,DEL,HYD,2026-09-18,45,2646.62,746.48,3393.1,2026-08-04 11:24:00,SIMULATED_BACKTEST
171,EaseMyTrip,DEL,PNQ,2026-08-05,1,4670.67,1317.37,5988.04,2026-08-04 11:24:00,SIMULATED_BACKTEST
172,EaseMyTrip,DEL,PNQ,2026-08-11,7,3713.86,1047.5,4761.36,2026-08-04 11:24:00,SIMULATED_BACKTEST
173,EaseMyTrip,DEL,PNQ,2026-08-19,15,3123.4,880.96,4004.36,2026-08-04 11:24:00,SIMULATED_BACKTEST
174,EaseMyTrip,DEL,PNQ,2026-09-03,30,2783.32,785.04,3568.36,2026-08-04 11:24:00,SIMULATED_BACKTEST
175,EaseMyTrip,DEL,PNQ,2026-09-18,45,2534.76,714.93,3249.69,2026-08-04 11:24:00,SIMULATED_BACKTEST
176,EaseMyTrip,DEL,CCU,2026-08-05,1,5960.2,1681.08,7641.28,2026-08-04 11:24:00,SIMULATED_BACKTEST
177,EaseMyTrip,DEL,CCU,2026-08-11,7,4723.24,1332.19,6055.43,2026-08-04 11:24:00,SIMULATED_BACKTEST
178,EaseMyTrip,DEL,CCU,2026-08-19,15,3953.45,1115.07,5068.52,2026-08-04 11:24:00,SIMULATED_BACKTEST
179,EaseMyTrip,DEL,CCU,2026-09-03,30,3494.85,985.73,4480.58,2026-08-04 11:24:00,SIMULATED_BACKTEST
180,EaseMyTrip,DEL,CCU,2026-09-18,45,3230.46,911.16,4141.62,2026-08-04 11:24:00,SIMULATED_BACKTEST
181,EaseMyTrip,AMD,DEL,2026-08-05,1,4537.26,1279.74,5817.0,2026-08-04 11:24:00,SIMULATED_BACKTEST
182,EaseMyTrip,AMD,DEL,2026-08-11,7,3520.3,992.9,4513.2,2026-08-04 11:24:00,SIMULATED_BACKTEST
183,EaseMyTrip,AMD,DEL,2026-08-19,15,2994.42,844.58,3839.0,2026-08-04 11:24:00,SIMULATED_BACKTEST
184,EaseMyTrip,AMD,DEL,2026-09-03,30,2658.4,749.8,3408.2,2026-08-04 11:24:00,SIMULATED_BACKTEST
185,EaseMyTrip,AMD,DEL,2026-09-18,45,2375.88,670.12,3046.0,2026-08-04 11:24:00,SIMULATED_BACKTEST
186,EaseMyTrip,MAA,DEL,2026-08-05,1,6441.71,1816.89,8258.6,2026-08-04 11:24:00,SIMULATED_BACKTEST
187,EaseMyTrip,MAA,DEL,2026-08-11,7,5090.68,1435.83,6526.51,2026-08-04 11:24:00,SIMULATED_BACKTEST
188,EaseMyTrip,MAA,DEL,2026-08-19,15,4241.17,1196.23,5437.4,2026-08-04 11:24:00,SIMULATED_BACKTEST
189,EaseMyTrip,MAA,DEL,2026-09-03,30,3768.17,1062.82,4830.99,2026-08-04 11:24:00,SIMULATED_BACKTEST
190,EaseMyTrip,MAA,DEL,2026-09-18,45,3370.94,950.78,4321.72,2026-08-04 11:24:00,SIMULATED_BACKTEST
191,EaseMyTrip,HYD,BOM,2026-08-05,1,4360.51,1229.89,5590.4,2026-08-04 11:24:00,SIMULATED_BACKTEST
192,EaseMyTrip,HYD,BOM,2026-08-11,7,3457.25,975.12,4432.37,2026-08-04 11:24:00,SIMULATED_BACKTEST
193,EaseMyTrip,HYD,BOM,2026-08-19,15,2934.83,827.77,3762.6,2026-08-04 11:24:00,SIMULATED_BACKTEST
194,EaseMyTrip,HYD,BOM,2026-09-03,30,2580.31,727.78,3308.09,2026-08-04 11:24:00,SIMULATED_BACKTEST
195,EaseMyTrip,HYD,BOM,2026-09-18,45,2379.06,671.02,3050.08,2026-08-04 11:24:00,SIMULATED_BACKTEST
196,EaseMyTrip,BLR,CCU,2026-08-05,1,6204.49,1749.99,7954.48,2026-08-04 11:24:00,SIMULATED_BACKTEST
197,EaseMyTrip,BLR,CCU,2026-08-11,7,4901.6,1382.5,6284.1,2026-08-04 11:24:00,SIMULATED_BACKTEST
198,EaseMyTrip,BLR,CCU,2026-08-19,15,4085.89,1152.43,5238.32,2026-08-04 11:24:00,SIMULATED_BACKTEST
199,EaseMyTrip,BLR,CCU,2026-09-03,30,3588.62,1012.18,4600.8,2026-08-04 11:24:00,SIMULATED_BACKTEST
