id,source,origin,destination,travel_date,advance_purchase_days,base_fare,taxes_fees,fare_total,scraped_at,status
53,EaseMyTrip,DEL,PNQ,2026-08-17,15,3067.05,865.07,3932.12,2026-08-02 09:18:00,SIMULATED_BACKTEST
54,EaseMyTrip,DEL,PNQ,2026-09-01,30,2739.82,772.77,3512.59,2026-08-02 09:18:00,SIMULATED_BACKTEST
55,EaseMyTrip,DEL,PNQ,2026-09-16,45,2406.22,678.68,3084.9,2026-08-02 09:18:00,SIMULATED_BACKTEST
56,EaseMyTrip,DEL,CCU,2026-08-03,1,5818.61,1641.15,7459.76,2026-08-02 09:18:00,SIMULATED_BACKTEST
57,EaseMyTrip,DEL,CCU,2026-08-09,7,4571.9,1289.51,5861.41,2026-08-02 09:18:00,SIMULATED_BACKTEST
58,EaseMyTrip,DEL,CCU,2026-08-17,15,3947.46,1113.38,5060.84,2026-08-02 09:18:00,SIMULATED_BACKTEST
59,EaseMyTrip,DEL,CCU,2026-09-01,30,3487.74,983.72,4471.46,2026-08-02 09:18:00,SIMULATED_BACKTEST
60,EaseMyTrip,DEL,CCU,2026-09-16,45,3172.94,894.93,4067.87,2026-08-02 09:18:00,SIMULATED_BACKTEST
61,EaseMyTrip,DEL,BOM,2026-08-04,1,5815.99,1640.41,7456.4,2026-08-03 10:21:00,SIMULATED_BACKTEST
62,EaseMyTrip,DEL,BOM,2026-08-10,7,4552.52,1284.05,5836.57,2026-08-03 10:21:00,SIMULATED_BACKTEST
63,EaseMyTrip,DEL,BOM,2026-08-18,15,3842.75,1083.85,4926.6,2026-08-03 10:21:00,SIMULATED_BACKTEST
64,EaseMyTrip,DEL,BOM,2026-09-02,30,3430.67,967.62,4398.29,2026-08-03 10:21:00,SIMULATED_BACKTEST
65,EaseMyTrip,DEL,BOM,2026-09-17,45,3066.24,864.84,3931.08,2026-08-03 10:21:00,SIMULATED_BACKTEST
66,EaseMyTrip,BLR,DEL,2026-08-04,1,6710.25,1892.63,8602.88,2026-08-03 10:21:00,SIMULATED_BACKTEST
67,EaseMyTrip,BLR,DEL,2026-08-10,7,5301.43,1495.28,6796.71,2026-08-03 10:21:00,SIMULATED_BACKTEST
68,EaseMyTrip,BLR,DEL,2026-08-18,15,4431.12,1249.8,5680.92,2026-08-03 10:21:00,SIMULATED_BACKTEST
69,EaseMyTrip,BLR,DEL,2026-09-02,30,3902.91,1100.82,5003.73,2026-08-03 10:21:00,SIMULATED_BACKTEST
70,EaseMyTrip,BLR,DEL,2026-09-17,45,3580.15,1009.79,4589.94,2026-08-03 10:21:00,SIMULATED_BACKTEST
71,EaseMyTrip,BLR,BOM,2026-08-04,1,4148.66,1170.14,5318.8,2026-08-03 10:21:00,SIMULATED_BACKTEST
72,EaseMyTrip,BLR,BOM,2026-08-10,7,3242.57,914.57,4157.14,2026-08-03 10:21:00,SIMULATED_BACKTEST
73,EaseMyTrip,BLR,BOM,2026-08-18,15,2680.24,755.96,3436.2,2026-08-03 10:21:00,SIMULATED_BACKTEST
74,EaseMyTrip,BLR,BOM,2026-09-02,30,2383.35,672.23,3055.58,2026-08-03 10:21:00,SIMULATED_BACKTEST
75,EaseMyTrip,BLR,BOM,2026-09-17,45,2209.86,623.3,2833.16,2026-08-03 10:21:00,SIMULATED_BACKTEST
76,EaseMyTrip,DEL,HYD,2026-08-04,1,4948.23,1395.65,6343.88,2026-08-03 10:21:00,SIMULATED_BACKTEST
77,EaseMyTrip,DEL,HYD,2026-08-10,7,3811.38,1075.01,4886.39,2026-08-03 10:21:00,SIMULATED_BACKTEST
78,EaseMyTrip,DEL,HYD,2026-08-18,15,3293.88,929.04,4222.92,2026-08-03 10:21:00,SIMULATED_BACKTEST
79,EaseMyTrip,DEL,HYD,2026-09-02,30,2891.16,815.45,3706.61,2026-08-03 10:21:00,SIMULATED_BACKTEST
80,EaseMyTrip,DEL,HYD,2026-09-17,45,2642.44,745.3,3387.74,2026-08-03 10:21:00,SIMULATED_BACKTEST
81,EaseMyTrip,DEL,PNQ,2026-08-04,1,4596.82,1296.54,5893.36,2026-08-03 10:21:00,SIMULATED_BACKTEST
82,EaseMyTrip,DEL,PNQ,2026-08-10,7,3652.46,1030.18,4682.64,2026-08-03 10:21:00,SIMULATED_BACKTEST
83,EaseMyTrip,DEL,PNQ,2026-08-18,15,3063.25,863.99,3927.24,2026-08-03 10:21:00,SIMULATED_BACKTEST
84,EaseMyTrip,DEL,PNQ,2026-09-02,30,2690.98,758.99,3449.97,2026-08-03 10:21:00,SIMULATED_BACKTEST
85,EaseMyTrip,DEL,PNQ,2026-09-17,45,2455.28,692.51,3147.79,2026-08-03 10:21:00,SIMULATED_BACKTEST
86,EaseMyTrip,DEL,CCU,2026-08-04,1,5942.45,1676.07,7618.52,2026-08-03 10:21:00,SIMULATED_BACKTEST
87,EaseMyTrip,DEL,CCU,2026-08-10,7,4655.37,1313.05,5968.42,2026-08-03 10:21:00,SIMULATED_BACKTEST
88,EaseMyTrip,DEL,CCU,2026-08-18,15,3917.69,1104.99,5022.68,2026-08-03 10:21:00,SIMULATED_BACKTEST
89,EaseMyTrip,DEL,CCU,2026-09-02,30,3440.99,970.53,4411.52,2026-08-03 10:21:00,SIMULATED_BACKTEST
90,EaseMyTrip,DEL,CCU,2026-09-17,45,3106.54,876.2,3982.74,2026-08-03 10:21:00,SIMULATED_BACKTEST
91,EaseMyTrip,DEL,BOM,2026-08-05,1,5820.83,1641.77,7462.6,2026-08-04 11:24:00,SIMULATED_BACKTEST
92,EaseMyTrip,DEL,BOM,2026-08-11,7,4538.31,1280.04,5818.35,2026-08-04 11:24:00,SIMULATED_BACKTEST
93,EaseMyTrip,DEL,BOM,2026-08-19,15,3837.91,1082.49,4920.4,2026-08-04 11:24:00,SIMULATED_BACKTEST
94,EaseMyTrip,DEL,BOM,2026-09-03,30,3355.12,946.31,4301.43,2026-08-04 11:24:00,SIMULATED_BACKTEST
95,EaseMyTrip,DEL,BOM,2026-09-18,45,3120.87,880.25,4001.12,2026-08-04 11:24:00,SIMULATED_BACKTEST
96,EaseMyTrip,BLR,DEL,2026-08-05,1,6687.97,1886.35,8574.32,2026-08-04 11:24:00,SIMULATED_BACKTEST
97,EaseMyTrip,BLR,DEL,2026-08-11,7,5315.51,1499.25,6814.76,2026-08-04 11:24:00,SIMULATED_BACKTEST
98,EaseMyTrip,BLR,DEL,2026-08-19,15,4514.55,1273.33,5787.88,2026-08-04 11:24:00,SIMULATED_BACKTEST
99,EaseMyTrip,BLR,DEL,2026-09-03,30,3996.95,1127.34,5124.29,2026-08-04 11:24:00,SIMULATED_BACKTEST
100,EaseMyTrip,BLR,DEL,2026-09-18,45,3605.08,1016.82,4621.9,2026-08-04 11:24:00,SIMULATED_BACKTEST
101,EaseMyTrip,BLR,BOM,2026-08-05,1,4095.16,1155.04,5250.2,2026-08-04 11:24:00,SIMULATED_BACKTEST
102,EaseMyTrip,BLR,BOM,2026-08-11,7,3257.05,918.65,4175.7,2026-08-04 11:24:00,SIMULATED_BACKTEST
103,EaseMyTrip,BLR,BOM,2026-08-19,15,2740.76,773.04,3513.8,2026-08-04 11:24:00,SIMULATED_BACKTEST
104,EaseMyTrip,BLR,BOM,2026-09-03,30,2422.57,683.29,3105.86,2026-08-04 11:24:00,SIMULATED_BACKTEST
105,EaseMyTrip,BLR,BOM,2026-09-18,45,2153.77,607.47,2761.24,2026-08-04 11:24:00,SIMULATED_BACKTEST
106,EaseMyTrip,DEL,HYD,2026-08-05,1,4945.45,1394.87,6340.32,2026-08-04 11:24:00,SIMULATED_BACKTEST
107,EaseMyTrip,DEL,HYD,2026-08-11,7,3841.72,1083.56,4925.28,2026-08-04 11:24:00,SIMULATED_BACKTEST
108,EaseMyTrip,DEL,HYD,2026-08-19,15,3245.49,915.39,4160.88,2026-08-04 11:24:00,SIMULATED_BACKTEST
109,EaseMyTrip,DEL,HYD,2026-09-03,30,2931.72,826.89,3758.61,2026-08-04 11:24:00,SIMULATED_BACKTEST
110,EaseMyTrip,DEL,HYD,2026-09-18,45,2614.64,737.46,3352.1,2026-08-04 11:24:00,SIMULATED_BACKTEST
111,EaseMyTrip,DEL,PNQ,2026-08-05,1,4681.59,1320.45,6002.04,2026-08-04 11:24:00,SIMULATED_BACKTEST
112,EaseMyTrip,DEL,PNQ,2026-08-11,7,3621.82,1021.54,4643.36,2026-08-04 11:24:00,SIMULATED_BACKTEST
113,EaseMyTrip,DEL,PNQ,2026-08-19,15,3091.42,871.94,3963.36,2026-08-04 11:24:00,SIMULATED_BACKTEST
114,EaseMyTrip,DEL,PNQ,2026-09-03,30,2744.32,774.04,3518.36,2026-08-04 11:24:00,SIMULATED_BACKTEST
115,EaseMyTrip,DEL,PNQ,2026-09-18,45,2493.42,703.27,3196.69,2026-08-04 11:24:00,SIMULATED_BACKTEST
116,EaseMyTrip,DEL,CCU,2026-08-05,1,5946.94,1677.34,7624.28,2026-08-04 11:24:00,SIMULATED_BACKTEST
117,EaseMyTrip,DEL,CCU,2026-08-11,7,4733.38,1335.05,6068.43,2026-08-04 11:24:00,SIMULATED_BACKTEST
118,EaseMyTrip,DEL,CCU,2026-08-19,15,3992.45,1126.07,5118.52,2026-08-04 11:24:00,SIMULATED_BACKTEST
119,EaseMyTrip,DEL,CCU,2026-09-03,30,3470.67,978.91,4449.58,2026-08-04 11:24:00,SIMULATED_BACKTEST
120,EaseMyTrip,DEL,CCU,2026-09-18,45,3229.68,910.94,4140.62,2026-08-04 11:24:00,SIMULATED_BACKTEST
121,EaseMyTrip,DEL,BOM,2026-08-06,1,5817.08,1640.72,7457.8,2026-08-05 08:27:00,SIMULATED_BACKTEST
122,EaseMyTrip,DEL,BOM,2026-08-12,7,4602.11,1298.03,5900.14,2026-08-05 08:27:00,SIMULATED_BACKTEST
123,EaseMyTrip,DEL,BOM,2026-08-20,15,3896.26,1098.94,4995.2,2026-08-05 08:27:00,SIMULATED_BACKTEST
124,EaseMyTrip,DEL,BOM,2026-09-04,30,3442.59,970.99,4413.58,2026-08-05 08:27:00,SIMULATED_BACKTEST
125,EaseMyTrip,DEL,BOM,2026-09-19,45,3105.3,875.86,3981.16,2026-08-05 08:27:00,SIMULATED_BACKTEST
126,EaseMyTrip,BLR,DEL,2026-08-06,1,6836.51,1928.25,8764.76,2026-08-05 08:27:00,SIMULATED_BACKTEST
127,EaseMyTrip,BLR,DEL,2026-08-12,7,5331.15,1503.66,6834.81,2026-08-05 08:27:00,SIMULATED_BACKTEST
128,EaseMyTrip,BLR,DEL,2026-08-20,15,4547.28,1282.56,5829.84,2026-08-05 08:27:00,SIMULATED_BACKTEST
129,EaseMyTrip,BLR,DEL,2026-09-04,30,4033.27,1137.59,5170.86,2026-08-05 08:27:00,SIMULATED_BACKTEST
130,EaseMyTrip,BLR,DEL,2026-09-19,45,3655.76,1031.11,4686.87,2026-08-05 08:27:00,SIMULATED_BACKTEST
131,EaseMyTrip,BLR,BOM,2026-08-06,1,4173.47,1177.13,5350.6,2026-08-05 08:27:00,SIMULATED_BACKTEST
132,EaseMyTrip,BLR,BOM,2026-08-12,7,3308.97,933.3,4242.27,2026-08-05 08:27:00,SIMULATED_BACKTEST
133,EaseMyTrip,BLR,BOM,2026-08-20,15,2751.37,776.03,3527.4,2026-08-05 08:27:00,SIMULATED_BACKTEST
134,EaseMyTrip,BLR,BOM,2026-09-04,30,2407.2,678.95,3086.15,2026-08-05 08:27:00,SIMULATED_BACKTEST
135,EaseMyTrip,BLR,BOM,2026-09-19,45,2243.53,632.79,2876.32,2026-08-05 08:27:00,SIMULATED_BACKTEST
136,EaseMyTrip,DEL,HYD,2026-08-06,1,4934.09,1391.67,6325.76,2026-08-05 08:27:00,SIMULATED_BACKTEST
137,EaseMyTrip,DEL,HYD,2026-08-12,7,3961.75,1117.42,5079.17,2026-08-05 08:27:00,SIMULATED_BACKTEST
138,EaseMyTrip,DEL,HYD,2026-08-20,15,3287.58,927.26,4214.84,2026-08-05 08:27:00,SIMULATED_BACKTEST
139,EaseMyTrip,DEL,HYD,2026-09-04,30,2955.9,833.72,3789.62,2026-08-05 08:27:00,SIMULATED_BACKTEST
140,EaseMyTrip,DEL,HYD,2026-09-19,45,2667.19,752.28,3419.47,2026-08-05 08:27:00,SIMULATED_BACKTEST
141,EaseMyTrip,DEL,PNQ,2026-08-06,1,4693.04,1323.68,6016.72,2026-08-05 08:27:00,SIMULATED_BACKTEST
142,EaseMyTrip,DEL,PNQ,2026-08-12,7,3657.49,1031.6,4689.09,2026-08-05 08:27:00,SIMULATED_BACKTEST
143,EaseMyTrip,DEL,PNQ,2026-08-20,15,3089.17,871.31,3960.48,2026-08-05 08:27:00,SIMULATED_BACKTEST
144,EaseMyTrip,DEL,PNQ,2026-09-04,30,2732.92,770.82,3503.74,2026-08-05 08:27:00,SIMULATED_BACKTEST
145,EaseMyTrip,DEL,PNQ,2026-09-19,45,2454.33,692.25,3146.58,2026-08-05 08:27:00,SIMULATED_BACKTEST
146,EaseMyTrip,DEL,CCU,2026-08-06,1,6012.27,1695.77,7708.04,2026-08-05 08:27:00,SIMULATED_BACKTEST
147,EaseMyTrip,DEL,CCU,2026-08-12,7,4698.28,1325.16,6023.44,2026-08-05 08:27:00,SIMULATED_BACKTEST
148,EaseMyTrip,DEL,CCU,2026-08-20,15,4045.36,1141.0,5186.36,2026-08-05 08:27:00,SIMULATED_BACKTEST
149,EaseMyTrip,DEL,CCU,2026-09-04,30,3483.98,982.66,4466.64,2026-08-05 08:27:00,SIMULATED_BACKTEST
150,EaseMyTrip,DEL,CCU,2026-09-19,45,3226.46,910.03,4136.49,2026-08-05 08:27:00,SIMULATED_BACKTEST
151,EaseMyTrip,DEL,BOM,2026-08-07,1,5903.04,1664.96,7568.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
152,EaseMyTrip,DEL,BOM,2026-08-13,7,4636.26,1307.66,5943.92,2026-08-06 09:30:00,SIMULATED_BACKTEST
153,EaseMyTrip,DEL,BOM,2026-08-21,15,3896.1,1098.9,4995.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
154,EaseMyTrip,DEL,BOM,2026-09-05,30,3409.94,961.78,4371.72,2026-08-06 09:30:00,SIMULATED_BACKTEST
155,EaseMyTrip,DEL,BOM,2026-09-20,45,3177.88,896.32,4074.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
156,EaseMyTrip,BLR,DEL,2026-08-07,1,6820.48,1923.72,8744.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
157,EaseMyTrip,BLR,DEL,2026-08-13,7,5409.97,1525.89,6935.86,2026-08-06 09:30:00,SIMULATED_BACKTEST
158,EaseMyTrip,BLR,DEL,2026-08-21,15,4555.82,1284.98,5840.8,2026-08-06 09:30:00,SIMULATED_BACKTEST
159,EaseMyTrip,BLR,DEL,2026-09-05,30,4019.67,1133.75,5153.42,2026-08-06 09:30:00,SIMULATED_BACKTEST
160,EaseMyTrip,BLR,DEL,2026-09-20,45,3693.18,1041.66,4734.84,2026-08-06 09:30:00,SIMULATED_BACKTEST
161,EaseMyTrip,BLR,BOM,2026-08-07,1,4218.24,1189.76,5408.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
162,EaseMyTrip,BLR,BOM,2026-08-13,7,3356.22,946.62,4302.84,2026-08-06 09:30:00,SIMULATED_BACKTEST
163,EaseMyTrip,BLR,BOM,2026-08-21,15,2817.36,794.64,3612.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
164,EaseMyTrip,BLR,BOM,2026-09-05,30,2483.86,700.58,3184.44,2026-08-06 09:30:00,SIMULATED_BACKTEST
165,EaseMyTrip,BLR,BOM,2026-09-20,45,2219.41,625.99,2845.4,2026-08-06 09:30:00,SIMULATED_BACKTEST
166,EaseMyTrip,DEL,HYD,2026-08-07,1,4997.62,1409.58,6407.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
167,EaseMyTrip,DEL,HYD,2026-08-13,7,3891.47,1097.59,4989.06,2026-08-06 09:30:00,SIMULATED_BACKTEST
168,EaseMyTrip,DEL,HYD,2026-08-21,15,3364.76,949.04,4313.8,2026-08-06 09:30:00,SIMULATED_BACKTEST
169,EaseMyTrip,DEL,HYD,2026-09-05,30,2909.1,820.52,3729.62,2026-08-06 09:30:00,SIMULATED_BACKTEST
170,EaseMyTrip,DEL,HYD,2026-09-20,45,2682.3,756.54,3438.84,2026-08-06 09:30:00,SIMULATED_BACKTEST
171,EaseMyTrip,DEL,PNQ,2026-08-07,1,4697.47,1324.93,6022.4,2026-08-06 09:30:00,SIMULATED_BACKTEST
172,EaseMyTrip,DEL,PNQ,2026-08-13,7,3696.27,1042.54,4738.81,2026-08-06 09:30:00,SIMULATED_BACKTEST
173,EaseMyTrip,DEL,PNQ,2026-08-21,15,3165.71,892.89,4058.6,2026-08-06 09:30:00,SIMULATED_BACKTEST
174,EaseMyTrip,DEL,PNQ,2026-09-05,30,2746.48,774.65,3521.13,2026-08-06 09:30:00,SIMULATED_BACKTEST
175,EaseMyTrip,DEL,PNQ,2026-09-20,45,2565.79,723.69,3289.48,2026-08-06 09:30:00,SIMULATED_BACKTEST
176,EaseMyTrip,DEL,CCU,2026-08-07,1,6041.72,1704.08,7745.8,2026-08-06 09:30:00,SIMULATED_BACKTEST
177,EaseMyTrip,DEL,CCU,2026-08-13,7,4743.54,1337.92,6081.46,2026-08-06 09:30:00,SIMULATED_BACKTEST
178,EaseMyTrip,DEL,CCU,2026-08-21,15,4046.02,1141.18,5187.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
179,EaseMyTrip,DEL,CCU,2026-09-05,30,3516.01,991.69,4507.7,2026-08-06 09:30:00,SIMULATED_BACKTEST
180,EaseMyTrip,DEL,CCU,2026-09-20,45,3221.68,908.68,4130.36,2026-08-06 09:30:00,SIMULATED_BACKTEST
181,EaseMyTrip,DEL,BOM,2026-08-08,1,5926.6,1671.6,7598.2,2026-08-07 10:33:00,SIMULATED_BACKTEST
182,EaseMyTrip,DEL,BOM,2026-08-14,7,4623.61,1304.09,5927.7,2026-08-07 10:33:00,SIMULATED_BACKTEST
183,EaseMyTrip,DEL,BOM,2026-08-22,15,3991.88,1125.92,5117.8,2026-08-07 10:33:00,SIMULATED_BACKTEST
184,EaseMyTrip,DEL,BOM,2026-09-06,30,3526.27,994.59,4520.86,2026-08-07 10:33:00,SIMULATED_BACKTEST
185,EaseMyTrip,DEL,BOM,2026-09-21,45,3117.85,879.39,3997.24,2026-08-07 10:33:00,SIMULATED_BACKTEST
186,EaseMyTrip,BLR,DEL,2026-08-08,1,6861.38,1935.26,8796.64,2026-08-07 10:33:00,SIMULATED_BACKTEST
187,EaseMyTrip,BLR,DEL,2026-08-14,7,5448.24,1536.68,6984.92,2026-08-07 10:33:00,SIMULATED_BACKTEST
188,EaseMyTrip,BLR,DEL,2026-08-22,15,4621.31,1303.45,5924.76,2026-08-07 10:33:00,SIMULATED_BACKTEST
189,EaseMyTrip,BLR,DEL,2026-09-06,30,3991.25,1125.74,5116.99,2026-08-07 10:33:00,SIMULATED_BACKTEST
190,EaseMyTrip,BLR,DEL,2026-09-21,45,3693.15,1041.66,4734.81,2026-08-07 10:33:00,SIMULATED_BACKTEST
191,EaseMyTrip,BLR,BOM,2026-08-08,1,4197.49,1183.91,5381.4,2026-08-07 10:33:00,SIMULATED_BACKTEST
192,EaseMyTrip,BLR,BOM,2026-08-14,7,3312.98,934.43,4247.41,2026-08-07 10:33:00,SIMULATED_BACKTEST
193,EaseMyTrip,BLR,BOM,2026-08-22,15,2794.43,788.17,3582.6,2026-08-07 10:33:00,SIMULATED_BACKTEST
194,EaseMyTrip,BLR,BOM,2026-09-06,30,2531.67,714.06,3245.73,2026-08-07 10:33:00,SIMULATED_BACKTEST
195,EaseMyTrip,BLR,BOM,2026-09-21,45,2279.53,642.95,2922.48,2026-08-07 10:33:00,SIMULATED_BACKTEST
196,EaseMyTrip,DEL,HYD,2026-08-08,1,5093.9,1436.74,6530.64,2026-08-07 10:33:00,SIMULATED_BACKTEST
197,EaseMyTrip,DEL,HYD,2026-08-14,7,3939.75,1111.21,5050.96,2026-08-07 10:33:00,SIMULATED_BACKTEST
198,EaseMyTrip,DEL,HYD,2026-08-22,15,3404.51,960.25,4364.76,2026-08-07 10:33:00,SIMULATED_BACKTEST
199,EaseMyTrip,DEL,HYD,2026-09-06,30,3004.27,847.36,3851.63,2026-08-07 10:33:00,SIMULATED_BACKTEST
